Document ID,Status,Source Text,Summary,Detected Language,Detected Language Score,Document Sentiment,Document Sentiment +/-
"Oct. 30, 2020 at 11:02 a.m. ET",PROCESSED,NIO Is on Fire. But a New Analyst Throws Cold Water on the Stock.,NIO Is on Fire... But a New Analyst Throws Cold Water on the Stock... ,English,0.1327234,0,neutral
"Oct. 30, 2020 at 11:13 a.m. ET",PROCESSED,A Tesla Analyst Finally Notices GM. Why That’s Great for Both Stocks.,A Tesla Analyst Finally Notices GM... Why That’s Great for Both Stocks... ,English,0.11620374,0,neutral
"Oct. 30, 2020 at 12:16 p.m. ET",PROCESSED,"Bearish momentum persists, Dow industrials briefly tag 200-day average","Bearish momentum persists, Dow industrials briefly tag 200-day average... ",English,0.6702295,-0.542022228,negative
"Oct. 30, 2020 at 5:14 p.m. ET",PROCESSED,These are the worst-performing stocks in October as Big Tech slumps,These are the worst-performing stocks in October as Big Tech slumps... ,English,0.1368927,-0.49000001,negative
"Oct. 31, 2011 at 9:13 a.m. ET",PROCESSED,Smooth sailing ahead for stocks?,Smooth sailing ahead for stocks?... ,English,0.13182278,0,neutral
"Oct. 31, 2012 at 12:01 p.m. ET",PROCESSED,"In battle of QEs, can Japan top the U.S.?","In battle of QEs, can Japan top the U.S.?... ",English,0.12593791,0,neutral
"Oct. 31, 2012 at 9:53 a.m. ET",PROCESSED,Sandy provides a lesson in investor psychology,Sandy provides a lesson in investor psychology... ,English,0.09510112,0,neutral
"Oct. 31, 2013 at 12:23 p.m. ET",PROCESSED,Selling in growth-stock leaders continues,Selling in growth-stock leaders continues... ,English,0.107301764,0,neutral
"Oct. 31, 2013 at 9:26 a.m. ET",PROCESSED,Is there any upside left in Facebook?,Is there any upside left in Facebook?... ,English,0.13836707,0,neutral
"Oct. 31, 2014 at 1:06 p.m. ET",PROCESSED,Investors buy stock funds at fastest pace in a year,Investors buy stock funds at fastest pace in a year... ,English,0.118352145,0.375,positive
"Oct. 31, 2014 at 10:44 a.m. ET",PROCESSED,Will seasonality fail or save the bulls?,Will seasonality fail or save the bulls?... ,English,0.19551003,0,neutral
"Oct. 31, 2014 at 8:29 a.m. ET",PROCESSED,"Panasonic to grow via acquisitions, tie-ups","Panasonic to grow via acquisitions, tie-ups... ",English,0.12833577,0,neutral
"Oct. 31, 2016 at 11:31 a.m. ET",PROCESSED,"S&P 500, Nasdaq nail major support, retest underway to conclude October","S&P 500, Nasdaq nail major support, retest underway to conclude October... ",English,0.13332222,0,neutral
"Oct. 31, 2016 at 9:44 a.m. ET",PROCESSED,Tesla wants to make solar roofs as sexy as its electric cars,Tesla wants to make solar roofs as sexy as its electric cars... ,English,0.17499597,0.400000006,positive
"Oct. 31, 2017 at 2:46 p.m. ET",PROCESSED,"Tesla Earnings Preview: So Many Questions, So Little Time","Tesla Earnings Preview: So Many Questions, So Little Time... ",English,0.24202335,0,neutral
"Oct. 31, 2017 at 6:20 a.m. ET",PROCESSED,Long-time bull sees no sign of an end to the stock market rally,Long-time bull sees no sign of an end to the stock market rally... ,English,0.15338643,-0.600000024,negative
"Oct. 31, 2017 at 8:55 a.m. ET",PROCESSED,"EarningsWatch: Apple, Tesla and Facebook are post-Halloween treats","EarningsWatch: Apple, Tesla and Facebook are post-Halloween treats... ",English,0.16957664,0,neutral
"Oct. 31, 2018 at 11:59 a.m. ET",PROCESSED,"Closing out a damaging October plunge, U.S. benchmarks rise from multi-month lows","Closing out a damaging October plunge, U.S. benchmarks rise from multi-month lows... ",English,0.10925421,-0.480000019,negative
"Oct. 31, 2018 at 12:30 p.m. ET",PROCESSED,Supreme Court scrutinizing class action settlements that leave consumers empty-handed,Supreme Court scrutinizing class action settlements that leave consumers empty-handed... ,English,0.3722784,-0.49000001,negative
"Oct. 31, 2018 at 4:46 p.m. ET",PROCESSED,Is Halloween a good time to invest in stocks? One study looking back 300 years say yes,Is Halloween a good time to invest in stocks?... One study looking back 300 years say yes... ,English,0.112464614,0,neutral
"Oct. 31, 2018 at 8:35 a.m. ET",PROCESSED,Tesla's Model 3 rush costs battery maker Panasonic,Tesla's Model 3 rush costs battery maker Panasonic... ,English,0.22660223,0,neutral
"Oct. 31, 2019 at 12:04 p.m. ET",PROCESSED,"S&P 500 nails major support, retest remains underway to conclude October","S&P 500 nails major support, retest remains underway to conclude October... ",English,0.13400881,0,neutral
"Oct. 4, 2010 at 12:01 a.m. ET",PROCESSED,Election uncertainty may lead to options,Election uncertainty may lead to options... ,English,0.15350506,-0.403777391,negative
"Oct. 4, 2011 at 11:30 a.m. ET",PROCESSED,"S&P, Dow hit new lows, confirm downtrend","S&P, Dow hit new lows, confirm downtrend... ",English,0.29739067,0,neutral
"Oct. 4, 2011 at 12:11 p.m. ET",PROCESSED,"S&P, Dow confirm primary downtrend","S&P, Dow confirm primary downtrend... ",Romanian,0.17354566,0,neutral
"Oct. 4, 2012 at 3:19 p.m. ET",PROCESSED,"Technicals go bullish for gold, gold miners","Technicals go bullish for gold, gold miners... ",English,0.14031573,0,neutral
"Oct. 4, 2013 at 1:53 p.m. ET",PROCESSED,What does a falling dollar mean for investors?,What does a falling dollar mean for investors?... ,English,0.11051955,0,neutral
"Oct. 4, 2013 at 4:34 p.m. ET",PROCESSED,Tesla rebounds as Musk weighs in on Model S fire,Tesla rebounds as Musk weighs in on Model S fire... ,Turkish,0.111416936,0,neutral
"Oct. 4, 2013 at 6:01 a.m. ET",PROCESSED,Dividend ETFs could pay off in stock selloff,Dividend ETFs could pay off in stock selloff... ,English,0.123287834,0,neutral
"Oct. 4, 2016 at 12:28 p.m. ET",PROCESSED,"Charting the S&P 500’s range-bound, but bullish, fourth-quarter backdrop","Charting the S&P 500’s range-bound, but bullish, fourth-quarter backdrop... ",English,0.19062234,0,neutral
"Oct. 4, 2016 at 6:02 a.m. ET",PROCESSED,This forgotten generation has more influence than you think,This forgotten generation has more influence than you think... ,English,0.3961246,0,neutral
"Oct. 4, 2017 at 10:17 a.m. ET",PROCESSED,Why a super dove could end up leading a Trumpian Fed,Why a super dove could end up leading a Trumpian Fed... ,English,0.10201473,0.524999976,positive
"Oct. 4, 2017 at 12:34 p.m. ET",PROCESSED,Tesla stock rallies after bullish Wall Street view,Tesla stock rallies after bullish Wall Street view... ,English,0.9999967,0.600000024,positive
"Oct. 4, 2017 at 4:31 p.m. ET",PROCESSED,Stock market ends at record levels after extending win streak,Stock market ends at record levels after extending win streak... ,English,0.24844785,0.441551745,positive
"Oct. 4, 2017 at 4:47 p.m. ET",PROCESSED,Tesla’s Biggest New Fan Has a Unique Background,Tesla’s Biggest New Fan Has a Unique Background... ,English,0.10405255,0,neutral
"Oct. 4, 2017 at 5:44 a.m. ET",PROCESSED,Tesla Stock: Is It Invulnerable?,Tesla Stock: Is It Invulnerable?... ,English,0.15788828,0,neutral
"Oct. 4, 2018 at 1:27 p.m. ET",PROCESSED,"These are the best stocks to own when driverless cars take over, according to Morgan Stanley","These are the best stocks to own when driverless cars take over, according to Morgan Stanley... ",English,0.193096,0.620000005,positive
"Oct. 4, 2018 at 12:04 p.m. ET",PROCESSED,"Market bears resurface as Treasury yields spike, S&P 500 nails major resistance","Market bears resurface as Treasury yields spike, S&P 500 nails major resistance... ",English,0.16685401,-0.600000024,negative
"Oct. 4, 2018 at 12:16 p.m. ET",PROCESSED,Tesla Is a Test Case for California’s Push to Add Women to Boards,Tesla Is a Test Case for California’s Push to Add Women to Boards... ,English,0.11120635,0,neutral
"Oct. 4, 2018 at 5:08 p.m. ET",PROCESSED,A phone call from Mark Cuban helped convince Elon Musk to settle SEC charges,A phone call from Mark Cuban helped convince Elon Musk to settle SEC charges... ,English,0.10952784,0,neutral
"Oct. 4, 2018 at 5:14 p.m. ET",PROCESSED,"Elon Musk mocks SEC in tweets, accuses agency of helping short-sellers","Elon Musk mocks SEC in tweets, accuses agency of helping short-sellers... ",English,0.104114205,-0.450000018,negative
"Oct. 4, 2018 at 5:29 p.m. ET",PROCESSED,This timeline charts Elon Musk’s dramatic rise to internet fame (or descent into internet infamy),This timeline charts Elon Musk’s dramatic rise to internet fame (or descent into internet infamy)... ,English,0.1756042,0.151849195,neutral
"Oct. 4, 2019 at 10:18 a.m. ET",PROCESSED,"Nio's stock slips in volatile trading after Goldman cuts rating, slashes price target by 85%","Nio's stock slips in volatile trading after Goldman cuts rating, slashes price target by 85%... ",English,0.12822226,-0.600000024,negative
"Oct. 4, 2019 at 11:58 a.m. ET",PROCESSED,"Charting a bullish reversal, S&P 500 back for first crack at breakdown point","Charting a bullish reversal, S&P 500 back for first crack at breakdown point... ",English,0.12212365,0.166249007,neutral
"Oct. 4, 2019 at 3:09 p.m. ET",PROCESSED,Jobs report isn’t great news for stock investors,Jobs report isn’t great news for stock investors... ,English,0.19582112,0.611999989,positive
"Oct. 4, 2019 at 9:26 a.m. ET",PROCESSED,Tesla Can’t Deliver ‘Hypergrowth.’ Don’t Expect Tesla Stock to Either.,Tesla Can’t Deliver ‘Hypergrowth... ’ Don’t Expect Tesla Stock to Either... ,English,0.15226512,0,neutral
"Oct. 5, 2005 at 8:45 p.m. ET",PROCESSED,In focus: At an inflection point,In focus: At an inflection point... ,English,0.13094568,0,neutral
"Oct. 5, 2010 at 6:27 p.m. ET",PROCESSED,Nasdaq ETF leads the pack,Nasdaq ETF leads the pack... ,English,0.16690855,0,neutral
"Oct. 5, 2012 at 6:01 a.m. ET",PROCESSED,Stock investors: Don’t fight QE3 in Q4,Stock investors: Don’t fight QE3 in Q4... ,English,0.106055595,-0.400000006,negative
"Oct. 5, 2012 at 6:57 a.m. ET","FAILED : Status_code: E0200033, Salience exception in prepareText(38): Failed to parse document",No – it's NOT the ‘Romney Rally’,"Status_code: E0200033, Salience exception in prepareText(38): Failed to parse document",,,0,neutral
"Oct. 5, 2015 at 2:29 p.m. ET",PROCESSED,Can Jack Dorsey be Twitter’s Steve Jobs or Elon Musk?,Can Jack Dorsey be Twitter’s Steve Jobs or Elon Musk?... ,English,0.26292598,0,neutral
"Oct. 5, 2015 at 5:30 a.m. ET",PROCESSED,3 ‘sure thing’ tech darlings including Apple are in trouble,3 ‘sure thing’ tech darlings including Apple are in trouble... ,English,0.11304017,0.009569317,neutral
"Oct. 5, 2017 at 1:16 p.m. ET",PROCESSED,"More investors are using ETFs, but fewer are trading them","More investors are using ETFs, but fewer are trading them... ",English,0.3925742,0,neutral
"Oct. 5, 2017 at 11:33 a.m. ET",PROCESSED,"Bull trend broadens (again), charting a persistent October breakout","Bull trend broadens (again), charting a persistent October breakout... ",English,0.09702616,-0.545000017,negative
"Oct. 5, 2017 at 4:21 p.m. ET",PROCESSED,Tesla Analysts Still Can’t Agree On What the Company’s Worth,Tesla Analysts Still Can’t Agree On What the Company’s Worth... ,English,0.19058375,0.676021755,positive
"Oct. 5, 2017 at 9:57 a.m. ET",PROCESSED,"Wall Street won’t tell you, but U.S. stocks are underperforming","Wall Street won’t tell you, but U.S. stocks are underperforming... ",English,0.28759733,-0.900000036,negative
"Oct. 5, 2018 at 1:09 p.m. ET",PROCESSED,Tesla Stock Is Plunging After Elon Musk Slammed the SEC on Twitter,Tesla Stock Is Plunging After Elon Musk Slammed the SEC on Twitter... ,English,0.16767173,-0.49000001,negative
"Oct. 5, 2018 at 11:57 a.m. ET",PROCESSED,"Charting fourth-quarter cross currents, Nasdaq violates key trendline support","Charting fourth-quarter cross currents, Nasdaq violates key trendline support... ",English,0.8911632,-0.720000029,negative
"Oct. 5, 2018 at 4:12 p.m. ET",PROCESSED,"Tesla stock tumbles after Musk’s swipes at SEC, short sellers","Tesla stock tumbles after Musk’s swipes at SEC, short sellers... ",English,0.24181536,0,neutral
"Oct. 5, 2018 at 4:24 p.m. ET",PROCESSED,U.S. stocks close lower as worries about rising yields overshadow strong jobs report,U.S. stocks close lower as worries about rising yields overshadow strong jobs report... ,English,0.29152647,-0.523439825,negative
"Oct. 5, 2018 at 4:25 p.m. ET",PROCESSED,Tesla Chief Elon Musk Shows Why Twitter Is Not for CEOs,Tesla Chief Elon Musk Shows Why Twitter Is Not for CEOs... ,English,0.14695907,0,neutral
"Oct. 5, 2018 at 5:39 p.m. ET",PROCESSED,"Einhorn sees shades of Lehman in Tesla, says Musk knows deception is catching up to him","Einhorn sees shades of Lehman in Tesla, says Musk knows deception is catching up to him... ",English,0.114719056,-0.49000001,negative
"Oct. 5, 2018 at 6:52 a.m. ET",PROCESSED,"Judge wants Musk, SEC to justify settlement","Judge wants Musk, SEC to justify settlement... ",English,0.12895603,0,neutral
"Oct. 5, 2018 at 8:52 a.m. ET",PROCESSED,Elon Musk Is Still Tweeting and 4 Other Things for Tech Investors to Start the Day,Elon Musk Is Still Tweeting and 4 Other Things for Tech Investors to Start the Day... ,English,0.1629164,0,neutral
"Oct. 5, 2018 at 8:55 a.m. ET",PROCESSED,"Costco Crumbles, Tesla Slides as Dow Dips on Jobs Disappointment","Costco Crumbles, Tesla Slides as Dow Dips on Jobs Disappointment... ",English,0.13799992,0,neutral
"Oct. 5, 2018 at 9:31 a.m. ET",PROCESSED,Forget Facebook and Apple and buy cheap BANG stocks,Forget Facebook and Apple and buy cheap BANG stocks... ,English,0.15734488,0,neutral
"Oct. 5, 2019 at 10:13 a.m. ET",PROCESSED,Tesla stock falls after company misses third-quarter delivery expectations,Tesla stock falls after company misses third-quarter delivery expectations... ,English,0.9999979,0,neutral
"Oct. 5, 2019 at 7:00 a.m. ET",PROCESSED,The GM strike is really about the switch to electric cars,The GM strike is really about the switch to electric cars... ,English,0.1717,0,neutral
"Oct. 5, 2019 at 8:30 a.m. ET",PROCESSED,This could be the next gold mine for Tesla and other electric vehicles,This could be the next gold mine for Tesla and other electric vehicles... ,English,0.19286484,0,neutral
"Oct. 5, 2020 at 10:06 a.m. ET",PROCESSED,"Tesla Stock Is Too Expensive, Some Analysts Say. Buy on Weakness, Says Another","Tesla Stock Is Too Expensive, Some Analysts Say... Buy on Weakness, Says Another... ",English,0.22013003,-0.49000001,negative
"Oct. 5, 2020 at 12:01 p.m. ET",PROCESSED,"Charting a successful technical test, S&P 500 rallies from major support","Charting a successful technical test, S&P 500 rallies from major support... ",English,0.101111524,0.810000062,positive
"Oct. 5, 2020 at 12:37 p.m. ET",PROCESSED,Stocks Are Surging on Hopes for Another Stimulus Package,Stocks Are Surging on Hopes for Another Stimulus Package... ,English,0.15148957,0.49000001,positive
"Oct. 5, 2020 at 4:06 p.m. ET",PROCESSED,Electric-Vehicle Batteries Are Hot. Here’s the Latest Stock to Play the Trend.,Electric-Vehicle Batteries Are Hot... Here’s the Latest Stock to Play the Trend... ,English,0.16492815,0,neutral
"Oct. 5, 2020 at 6:52 a.m. ET",PROCESSED,Professional investors have their eye on these eight stocks as the used-car market in the U.S. moves online,Professional investors have their eye on these eight stocks as the used-car market in the U.S. moves online... ,English,0.16166015,0.499333322,positive
"Oct. 5, 2020 at 6:55 a.m. ET",PROCESSED,Tesla stock falls after third-quarter deliveries keep demand concerns alive,Tesla stock falls after third-quarter deliveries keep demand concerns alive... ,English,0.96164745,0,neutral
"Oct. 5, 2020 at 7:23 a.m. ET",PROCESSED,Tesla stock price target raised to $75 from $65 at J.P. Morgan,Tesla stock price target raised to $75 from $65 at J.P. Morgan... ,English,0.1829196,0,neutral
"Oct. 5, 2020 at 7:44 a.m. ET",PROCESSED,"Tesla's stock bounces, as long-time bearish analyst at J.P. Morgan lifts price target","Tesla's stock bounces, as long-time bearish analyst at J.P. Morgan lifts price target... ",English,0.20153895,-0.45168519,negative
"Oct. 5, 2020 at 9:05 p.m. ET",PROCESSED,Wall Street sees Biden win speeding U.S. shift to clean energy,Wall Street sees Biden win speeding U.S. shift to clean energy... ,English,0.16451524,0.370775878,positive
"Oct. 6, 2008 at 12:44 p.m. ET",PROCESSED,Black Monday for emerging markets ETFs,Black Monday for emerging markets ETFs... ,English,0.13358286,0,neutral
"Oct. 6, 2011 at 10:53 a.m. ET",PROCESSED,Staking out S&P 500 resistance,Staking out S&P 500 resistance... ,Danish,0.27927986,-0.600000024,negative
"Oct. 6, 2014 at 12:00 p.m. ET",PROCESSED,Tesla to unveil 'autopilot' on Thursday: report,Tesla to unveil 'autopilot' on Thursday: report... ,English,0.13281292,0,neutral
"Oct. 6, 2014 at 3:48 p.m. ET",PROCESSED,Is Tesla a good buy ahead of the ‘D’?,Is Tesla a good buy ahead of the ‘D’?... ,English,0.12060664,0,neutral
"Oct. 6, 2014 at 4:30 p.m. ET",PROCESSED,U.S. stocks end volatile session lower,U.S. stocks end volatile session lower... ,English,0.2949557,-0.600000024,negative
"Oct. 6, 2014 at 5:28 p.m. ET",PROCESSED,Stocks typically pop after midterm elections,Stocks typically pop after midterm elections... ,English,0.98144287,0,neutral
"Oct. 6, 2014 at 6:00 a.m. ET",PROCESSED,The four most important story lines for third-quarter earnings,The four most important story lines for third-quarter earnings... ,English,0.16881251,0.851999998,positive
"Oct. 6, 2014 at 9:17 a.m. ET",PROCESSED,H-P rallies on corporate split; H&R Block sinks,H-P rallies on corporate split; H&R Block sinks... ,English,0.13907705,0.600000024,positive
"Oct. 6, 2015 at 1:08 p.m. ET",PROCESSED,Known Tesla bulls sound the alarm about Model X price,Known Tesla bulls sound the alarm about Model X price... ,English,0.19923528,0,neutral
"Oct. 6, 2015 at 3:32 p.m. ET",PROCESSED,Tesla Model S races against gas-powered supercar in Australia,Tesla Model S races against gas-powered supercar in Australia... ,English,0.10803825,0,neutral
"Oct. 6, 2015 at 9:31 a.m. ET",PROCESSED,"Tesla stock opens lower after analysts say Model X is cool, but price is too high","Tesla stock opens lower after analysts say Model X is cool, but price is too high... ",English,0.20510323,-0.900000036,negative
"Oct. 6, 2016 at 10:03 a.m. ET",PROCESSED,Tesla's stock tumbles after Goldman Sachs downgrade,Tesla's stock tumbles after Goldman Sachs downgrade... ,English,0.41647336,-0.600000024,negative
"Oct. 6, 2016 at 3:01 p.m. ET",PROCESSED,"For Tesla, the Risks – and the Skepticism – Mount","For Tesla, the Risks – and the Skepticism – Mount... ",English,0.15873966,-0.675000012,negative
"Oct. 6, 2016 at 4:29 p.m. ET",PROCESSED,U.S. stocks flat ahead of jobs report; ECB dismisses taper rumors,U.S. stocks flat ahead of jobs report; ECB dismisses taper rumors... ,English,0.14564267,0,neutral
"Oct. 6, 2016 at 8:20 a.m. ET",PROCESSED,Investors piled into ETFs during Q3,Investors piled into ETFs during Q3... ,English,0.9999946,0,neutral
"Oct. 6, 2016 at 9:37 a.m. ET",PROCESSED,Tesla downgraded to neutral from buy at Goldman Sachs,Tesla downgraded to neutral from buy at Goldman Sachs... ,English,0.17741495,-0.600000024,negative
"Oct. 6, 2016 at 9:40 a.m. ET",PROCESSED,Tesla's stock drops 3.1% after analyst downgrade,Tesla's stock drops 3.1% after analyst downgrade... ,English,0.432289,-0.600000024,negative
"Oct. 6, 2016 at 9:42 a.m. ET",PROCESSED,Tesla stock price target cut to $185 from $240 at Goldman Sachs,Tesla stock price target cut to $185 from $240 at Goldman Sachs... ,English,0.18619516,0,neutral
"Oct. 6, 2017 at 11:19 a.m. ET",PROCESSED,"S&P 500, Nasdaq nail technical targets — S&P 2,550 and Nasdaq 6,580","S&P 500, Nasdaq nail technical targets — S&P 2,550 and Nasdaq 6,580... ",Romanian,0.1505539,0,neutral
"Oct. 6, 2017 at 11:31 p.m. ET",PROCESSED,Hitching a Ride on GM’s Auto 2.0,Hitching a Ride on GM’s Auto 2.0... ,English,0.094371244,0,neutral
"Oct. 6, 2017 at 2:16 p.m. ET",PROCESSED,‘Full of crap’ -- Tesla’s Elon Musk just got seriously dissed by a GM exec,‘Full of crap’ -- Tesla’s Elon Musk just got seriously dissed by a GM exec... ,English,0.10356731,0,neutral
"Oct. 6, 2017 at 3:58 a.m. ET",PROCESSED,"A breakout in this cheap, forgotten stock is powering the Dow Jones Industrial Average","A breakout in this cheap, forgotten stock is powering the Dow Jones Industrial Average... ",English,0.11661629,-0.545000017,negative
"Oct. 6, 2017 at 4:24 p.m. ET",PROCESSED,"Tesla pushes back Semi unveiling amid Model 3 issues, Puerto Rico work","Tesla pushes back Semi unveiling amid Model 3 issues, Puerto Rico work... ",English,0.46690682,0,neutral
"Oct. 6, 2017 at 7:00 a.m. ET",PROCESSED,Tesla Needs to Pick Up the Pace of Production,Tesla Needs to Pick Up the Pace of Production... ,English,0.15614323,0,neutral
"Oct. 6, 2017 at 7:19 a.m. ET",PROCESSED,"Elon Musk says that, if given the green light, he can power Puerto Rico","Elon Musk says that, if given the green light, he can power Puerto Rico... ",English,0.2096586,0.480000019,positive
"Oct. 6, 2017 at 9:27 a.m. ET",PROCESSED,Tesla’s Elon Musk is ‘full of crap’ on self-driving cars — according to a GM exec,Tesla’s Elon Musk is ‘full of crap’ on self-driving cars — according to a GM exec... ,English,0.108451694,0,neutral
"Oct. 6, 2018 at 8:16 a.m. ET",PROCESSED,Tesla short sellers are up $500 million after Elon Musk’s tweets attacking them,Tesla short sellers are up $500 million after Elon Musk’s tweets attacking them... ,English,0.44196248,-0.600000024,negative
"Oct. 6, 2020 at 12:38 p.m. ET",PROCESSED,Charting a bullish Q4 start: S&P 500 extends rally from major support,Charting a bullish Q4 start: S&P 500 extends rally from major support... ,English,0.10111875,0.600000024,positive
"Oct. 6, 2020 at 4:25 p.m. ET",PROCESSED,"Tesla Inc. stock falls Tuesday, underperforms market","Tesla Inc. stock falls Tuesday, underperforms market... ",English,0.6689378,-0.600000024,negative
"Oct. 6, 2020 at 6:13 a.m. ET",PROCESSED,"Tesla's stock falls 0.9% premarket, after rising 2.6% on Monday","Tesla's stock falls 0.9% premarket, after rising 2.6% on Monday... ",English,0.23952244,0,neutral
"Oct. 7, 2007 at 5:03 p.m. ET",PROCESSED,Vanguard aims for megahit with new funds,Vanguard aims for megahit with new funds... ,English,0.16250086,0,neutral
"Oct. 7, 2013 at 10:54 a.m. ET",PROCESSED,Twitter is the best IPO opportunity since Tesla,Twitter is the best IPO opportunity since Tesla... ,English,0.17616242,0.555000007,positive
"Oct. 7, 2013 at 4:34 p.m. ET",PROCESSED,Apple gains on upgrade; BlackBerry rallies,Apple gains on upgrade; BlackBerry rallies... ,English,0.16517287,0.600000024,positive
"Oct. 7, 2013 at 6:07 a.m. ET",PROCESSED,"Tesla, BlackBerry are stocks to watch Monday","Tesla, BlackBerry are stocks to watch Monday... ",English,0.14820834,0,neutral
"Oct. 7, 2014 at 4:20 p.m. ET",PROCESSED,Coke shares rise to second-highest ever close,Coke shares rise to second-highest ever close... ,English,0.16948791,0.469999999,positive
"Oct. 7, 2014 at 5:42 a.m. ET",PROCESSED,Short people cash in as Apple beckons ahead of the ‘Zombie Apocalypse’,Short people cash in as Apple beckons ahead of the ‘Zombie Apocalypse’... ,English,0.13331684,0,neutral
"Oct. 7, 2015 at 11:17 a.m. ET",PROCESSED,S&P 500 hesitates at major resistance,S&P 500 hesitates at major resistance... ,Romanian,0.19830339,-0.600000024,negative
"Oct. 7, 2015 at 6:51 a.m. ET",PROCESSED,Brands that make consumers emotional outperform the S&P 500 over time,Brands that make consumers emotional outperform the S&P 500 over time... ,English,0.2009244,0.449999988,positive
"Oct. 7, 2015 at 8:24 a.m. ET",PROCESSED,Tesla Motors stock price target cut to $282 from $335 at RW Baird,Tesla Motors stock price target cut to $282 from $335 at RW Baird... ,English,0.18619516,0,neutral
"Oct. 7, 2015 at 8:24 a.m. ET",PROCESSED,Tesla Motors downgraded to neutral from outperform at RW Baird,Tesla Motors downgraded to neutral from outperform at RW Baird... ,English,0.17435353,-0.075000018,negative
"Oct. 7, 2015 at 8:25 a.m. ET",PROCESSED,Tesla Motors' stock drops 1.7% premarket after analyst downgrade,Tesla Motors' stock drops 1.7% premarket after analyst downgrade... ,English,0.999996,-0.720000029,negative
"Oct. 7, 2015 at 8:37 a.m. ET",PROCESSED,Tesla's stock drops after analyst downgrade,Tesla's stock drops after analyst downgrade... ,English,0.432289,-0.600000024,negative
"Oct. 7, 2015 at 8:51 a.m. ET",PROCESSED,Tesla Motors started at sector perform with $280 stock price target at RBC Capital,Tesla Motors started at sector perform with $280 stock price target at RBC Capital... ,English,0.21315709,0,neutral
"Oct. 7, 2015 at 9:07 a.m. ET",PROCESSED,Tesla may have trouble reaching ambitious targets--RBC,Tesla may have trouble reaching ambitious targets--RBC... ,English,0.55157876,-0.174000025,negative
"Oct. 7, 2016 at 11:30 a.m. ET",PROCESSED,U.S. benchmarks’ ‘bull trend’ absorbs October currency whipsaws,U.S. benchmarks’ ‘bull trend’ absorbs October currency whipsaws... ,English,0.18000525,0,neutral
"Oct. 7, 2016 at 7:05 a.m. ET",PROCESSED,Tesla’s stock drops after Goldman removes bullish rating,Tesla’s stock drops after Goldman removes bullish rating... ,English,0.95441604,0,neutral
"Oct. 7, 2018 at 11:13 p.m. ET",PROCESSED,Tesla says its Model 3 has lowest probability of injury of any car tested by NHTSA,Tesla says its Model 3 has lowest probability of injury of any car tested by NHTSA... ,English,0.1826288,-0.569503784,negative
"Oct. 7, 2018 at 8:33 a.m. ET",PROCESSED,‘Think of us small people’: Tesla fans are begging Elon Musk to stop tweeting,‘Think of us small people’: Tesla fans are begging Elon Musk to stop tweeting... ,English,0.16035879,-0.529999971,negative
"Oct. 7, 2019 at 11:46 a.m. ET",PROCESSED,"Tesla Stock Won’t Rebound Until Profits Return, Analyst Says","Tesla Stock Won’t Rebound Until Profits Return, Analyst Says... ",English,0.9999938,0.261761725,positive
"Oct. 7, 2019 at 11:55 a.m. ET",PROCESSED,"S&P 500 extends bullish reversal, rallies atop the breakdown point (2,943)","S&P 500 extends bullish reversal, rallies atop the breakdown point (2,943)... ",English,0.16915555,0.600000024,positive
"Oct. 7, 2019 at 3:44 p.m. ET",PROCESSED,"Tesla, Uber and Twitter rank highest in my tech-stock portfolio","Tesla, Uber and Twitter rank highest in my tech-stock portfolio... ",English,0.123624876,0,neutral
"Oct. 7, 2019 at 6:56 a.m. ET",PROCESSED,Tesla stock reels after electric car maker’s missed sales,Tesla stock reels after electric car maker’s missed sales... ,English,0.8495555,-0.439999998,negative
"Oct. 7, 2020 at 1:35 p.m. ET",PROCESSED,GE’s Larry Culp Explains How He Will Boost Profitability,GE’s Larry Culp Explains How He Will Boost Profitability... ,English,0.485186,0.49000001,positive
"Oct. 7, 2020 at 12:09 p.m. ET",PROCESSED,"Charting a ‘bull trend’ whipsaw, S&P 500 holds the range top","Charting a ‘bull trend’ whipsaw, S&P 500 holds the range top... ",English,0.114685215,0.300000012,positive
"Oct. 7, 2020 at 2:53 p.m. ET",PROCESSED,Tesla Inventories Are Up. What That Could Mean for the Stock.,Tesla Inventories Are Up... What That Could Mean for the Stock... ,English,0.20287284,0,neutral
"Oct. 7, 2020 at 2:55 p.m. ET",PROCESSED,"With a potential selloff looming, investors need to rethink their approach to Big Tech, Barclays strategist warns","With a potential selloff looming, investors need to rethink their approach to Big Tech, Barclays strategist warns... ",English,0.12187799,-0.600000024,negative
"Oct. 7, 2020 at 3:17 p.m. ET",PROCESSED,"Tesla Stock Rises Again. This Time, It’s About Fourth-Quarter Deliveries.","Tesla Stock Rises Again... This Time, It’s About Fourth-Quarter Deliveries... ",English,0.52368677,0,neutral
"Oct. 7, 2020 at 6:14 p.m. ET",PROCESSED,A Tesla Bull Makes a Bold Call: The Stock Can Triple in Price,A Tesla Bull Makes a Bold Call: The Stock Can Triple in Price... ,English,0.10666054,0.419400007,positive
"Oct. 7, 2020 at 9:45 p.m. ET",PROCESSED,Here’s the Real Cost of Stock Splits That Buffett Knows and Apple and Tesla Ignored,Here’s the Real Cost of Stock Splits That Buffett Knows and Apple and Tesla Ignored... ,English,0.1652482,-0.5,negative
